normalized_phrase_id	canonical_phrase	current_state	current_reason_code	audit_state	audit_verdict	audit_basis	audit_confidence	rule_defect	raw_occurrence_count	raw_occurrence_ids	corrected_step04_family_ids	corrected_step04_family_states	audit_boundary
NP07811	четкий скан	EXCLUDE	EXCLUDE_LEXICAL_GARBAGE	EXCLUDE	EXCLUSION_CONFIRMED	CLEAR_LEXICAL_GARBAGE	high		1	"[""R004|results|1794""]"	"[""F014""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07812	фото четкое изображение	EXCLUDE	EXCLUDE_LEXICAL_GARBAGE	EXCLUDE	EXCLUSION_CONFIRMED	CLEAR_LEXICAL_GARBAGE	high		1	"[""R004|results|1795""]"	"[""F014""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07813	искусство четкого	EXCLUDE	EXCLUDE_LEXICAL_GARBAGE	EXCLUDE	EXCLUSION_CONFIRMED	CLEAR_LEXICAL_GARBAGE	high		1	"[""R004|results|1796""]"	"[""F014""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07814	порно девушки четки	KEEP	KEEP_PLAUSIBLE_BUSINESS_FIT	KEEP	KEEP_CONFIRMED	FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	high		1	"[""R004|results|1797""]"	"[""F004""]"	"[""plausible in-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07815	какие четки православные	KEEP	KEEP_PLAUSIBLE_BUSINESS_FIT	KEEP	KEEP_CONFIRMED	FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	high		1	"[""R004|results|1798""]"	"[""F004""]"	"[""plausible in-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07816	четкое объективное	EXCLUDE	EXCLUDE_LEXICAL_GARBAGE	EXCLUDE	EXCLUSION_CONFIRMED	CLEAR_LEXICAL_GARBAGE	high		1	"[""R004|results|1799""]"	"[""F014""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07817	четки вера	KEEP	KEEP_PLAUSIBLE_BUSINESS_FIT	KEEP	KEEP_CONFIRMED	FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	high		1	"[""R004|results|1800""]"	"[""F004""]"	"[""plausible in-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07818	фото сделать четче качество бесплатно	HOLD	HOLD_BUSINESS_FIT_UNCERTAIN	HOLD	HOLD_CONFIRMED	GENERIC_MEDIA_ACTION_MAY_BE_INFORMATIONAL_PRODUCT_RESEARCH	medium		1	"[""R004|results|1801""]"	"[""F014""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07819	четки в церкви	HOLD	HOLD_MULTI_MEANING	HOLD	HOLD_CONFIRMED	PHYSICAL_PRODUCT_VERSUS_RELIGIOUS_PRACTICE	medium		1	"[""R004|results|1802""]"	"[""F004""]"	"[""plausible in-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07820	четки кнопка	KEEP	KEEP_PLAUSIBLE_BUSINESS_FIT	KEEP	KEEP_CONFIRMED	FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	high		1	"[""R004|results|1803""]"	"[""F004""]"	"[""plausible in-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07821	разграничено четко	EXCLUDE	EXCLUDE_LEXICAL_GARBAGE	EXCLUDE	EXCLUSION_CONFIRMED	CLEAR_LEXICAL_GARBAGE	high		1	"[""R004|results|1804""]"	"[""F014""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07822	четки из янтаря купить	KEEP	KEEP_DIRECT_BUSINESS_FIT	KEEP	KEEP_CONFIRMED	FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	high		1	"[""R004|results|1805""]"	"[""F002""]"	"[""strong in-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07823	четкий краткая форма	EXCLUDE	EXCLUDE_LEXICAL_GARBAGE	EXCLUDE	EXCLUSION_CONFIRMED	CLEAR_LEXICAL_GARBAGE	high		1	"[""R004|results|1806""]"	"[""F014""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07824	узловое образование с четкими контурами	EXCLUDE	EXCLUDE_LEXICAL_GARBAGE	EXCLUDE	EXCLUSION_CONFIRMED	CLEAR_LEXICAL_GARBAGE	high		1	"[""R004|results|1807""]"	"[""F014""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07825	сделать четкое качество фото онлайн бесплатно	EXCLUDE	EXCLUDE_LEXICAL_GARBAGE	EXCLUDE	EXCLUSION_CONFIRMED	CLEAR_LEXICAL_GARBAGE	high		1	"[""R004|results|1808""]"	"[""F014""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07826	четко выражена суть	EXCLUDE	EXCLUDE_LEXICAL_GARBAGE	EXCLUDE	EXCLUSION_CONFIRMED	CLEAR_LEXICAL_GARBAGE	high		1	"[""R004|results|1809""]"	"[""F014""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07827	четкие советский	EXCLUDE	EXCLUDE_LEXICAL_GARBAGE	EXCLUDE	EXCLUSION_CONFIRMED	CLEAR_LEXICAL_GARBAGE	high		1	"[""R004|results|1810""]"	"[""F014""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07828	ситуацию и давать четкие	EXCLUDE	EXCLUDE_LEXICAL_GARBAGE	EXCLUDE	EXCLUSION_CONFIRMED	CLEAR_LEXICAL_GARBAGE	high		1	"[""R004|results|1811""]"	"[""F014""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07829	ж четки	KEEP	KEEP_PLAUSIBLE_BUSINESS_FIT	KEEP	KEEP_CONFIRMED	FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	high		1	"[""R004|results|1812""]"	"[""F004""]"	"[""plausible in-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07830	четки в авто	KEEP	KEEP_DIRECT_BUSINESS_FIT	KEEP	KEEP_CONFIRMED	FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	high		1	"[""R004|results|1813""]"	"[""F003""]"	"[""strong in-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07831	порно четки красиво	KEEP	KEEP_PLAUSIBLE_BUSINESS_FIT	KEEP	KEEP_CONFIRMED	FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	high		1	"[""R004|results|1814""]"	"[""F004""]"	"[""plausible in-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07832	четки с именем	KEEP	KEEP_PLAUSIBLE_BUSINESS_FIT	KEEP	KEEP_CONFIRMED	FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	high		1	"[""R004|results|1815""]"	"[""F004""]"	"[""plausible in-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07833	четки обои на телефон	EXCLUDE	EXCLUDE_UNRELATED_PRODUCT	EXCLUDE	EXCLUSION_CONFIRMED	EXPLICIT_UNSUPPORTED_PRODUCT_OR_LOCAL_ENTITY_CONTEXT	high		1	"[""R004|results|1816""]"	"[""F004""]"	"[""plausible in-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07834	диафрагма четкая ровная	EXCLUDE	EXCLUDE_LEXICAL_GARBAGE	EXCLUDE	EXCLUSION_CONFIRMED	CLEAR_LEXICAL_GARBAGE	high		1	"[""R004|results|1817""]"	"[""F014""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07835	1 предмет четкий	EXCLUDE	EXCLUDE_LEXICAL_GARBAGE	EXCLUDE	EXCLUSION_CONFIRMED	CLEAR_LEXICAL_GARBAGE	high		1	"[""R004|results|1818""]"	"[""F014""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07836	четки монашеские	KEEP	KEEP_PLAUSIBLE_BUSINESS_FIT	KEEP	KEEP_CONFIRMED	FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	high		1	"[""R004|results|1819""]"	"[""F004""]"	"[""plausible in-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07837	четки с звездой	KEEP	KEEP_PLAUSIBLE_BUSINESS_FIT	KEEP	KEEP_CONFIRMED	FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	high		1	"[""R004|results|1820""]"	"[""F004""]"	"[""plausible in-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07838	четкий датчик	EXCLUDE	EXCLUDE_LEXICAL_GARBAGE	EXCLUDE	EXCLUSION_CONFIRMED	CLEAR_LEXICAL_GARBAGE	high		1	"[""R004|results|1821""]"	"[""F014""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07839	четки хуй	KEEP	KEEP_PLAUSIBLE_BUSINESS_FIT	KEEP	KEEP_CONFIRMED	FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	high		1	"[""R004|results|1822""]"	"[""F004""]"	"[""plausible in-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07840	четкий хуй	EXCLUDE	EXCLUDE_LEXICAL_GARBAGE	EXCLUDE	EXCLUSION_CONFIRMED	CLEAR_LEXICAL_GARBAGE	high		1	"[""R004|results|1823""]"	"[""F014""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07841	четко логичное	EXCLUDE	EXCLUDE_LEXICAL_GARBAGE	EXCLUDE	EXCLUSION_CONFIRMED	CLEAR_LEXICAL_GARBAGE	high		1	"[""R004|results|1824""]"	"[""F014""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07842	нож четкий	EXCLUDE	EXCLUDE_LEXICAL_GARBAGE	EXCLUDE	EXCLUSION_CONFIRMED	CLEAR_LEXICAL_GARBAGE	high		1	"[""R004|results|1825""]"	"[""F014""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07843	четки лента	KEEP	KEEP_PLAUSIBLE_BUSINESS_FIT	KEEP	KEEP_CONFIRMED	FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	high		1	"[""R004|results|1826""]"	"[""F004""]"	"[""plausible in-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07844	идеи для четок	KEEP	KEEP_PLAUSIBLE_BUSINESS_FIT	KEEP	KEEP_CONFIRMED	FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	high		1	"[""R004|results|1827""]"	"[""F004""]"	"[""plausible in-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07845	четки генератора	KEEP	KEEP_PLAUSIBLE_BUSINESS_FIT	KEEP	KEEP_CONFIRMED	FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	high		1	"[""R004|results|1828""]"	"[""F004""]"	"[""plausible in-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07846	четки руны	KEEP	KEEP_PLAUSIBLE_BUSINESS_FIT	KEEP	KEEP_CONFIRMED	FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	high		1	"[""R004|results|1829""]"	"[""F010""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07847	борис колbassoff че че четкая скачать	EXCLUDE	EXCLUDE_LEXICAL_GARBAGE	EXCLUDE	EXCLUSION_CONFIRMED	CLEAR_LEXICAL_GARBAGE	high		1	"[""R004|results|1830""]"	"[""F014""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07848	настроение четки	KEEP	KEEP_PLAUSIBLE_BUSINESS_FIT	KEEP	KEEP_CONFIRMED	FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	high		1	"[""R004|results|1831""]"	"[""F004""]"	"[""plausible in-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07849	четкая линия подбородка	EXCLUDE	EXCLUDE_LEXICAL_GARBAGE	EXCLUDE	EXCLUSION_CONFIRMED	CLEAR_LEXICAL_GARBAGE	high		1	"[""R004|results|1832""]"	"[""F014""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07850	четки кот	KEEP	KEEP_PLAUSIBLE_BUSINESS_FIT	KEEP	KEEP_CONFIRMED	FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	high		1	"[""R004|results|1833""]"	"[""F004""]"	"[""plausible in-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07851	четкое различие	EXCLUDE	EXCLUDE_LEXICAL_GARBAGE	EXCLUDE	EXCLUSION_CONFIRMED	CLEAR_LEXICAL_GARBAGE	high		1	"[""R004|results|1834""]"	"[""F014""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07852	как носить четки	KEEP	KEEP_PLAUSIBLE_BUSINESS_FIT	KEEP	KEEP_CONFIRMED	FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	high		1	"[""R004|results|1835""]"	"[""F004""]"	"[""plausible in-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07853	изоэхогенное образование с четкими ровными	EXCLUDE	EXCLUDE_LEXICAL_GARBAGE	EXCLUDE	EXCLUSION_CONFIRMED	CLEAR_LEXICAL_GARBAGE	high		1	"[""R004|results|1836""]"	"[""F014""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07854	четки для счета	KEEP	KEEP_PLAUSIBLE_BUSINESS_FIT	KEEP	KEEP_CONFIRMED	FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	high		1	"[""R004|results|1837""]"	"[""F004""]"	"[""plausible in-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07855	четки на белом фоне	KEEP	KEEP_PLAUSIBLE_BUSINESS_FIT	KEEP	KEEP_CONFIRMED	FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	high		1	"[""R004|results|1838""]"	"[""F004""]"	"[""plausible in-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07856	четкий портрет	EXCLUDE	EXCLUDE_LEXICAL_GARBAGE	EXCLUDE	EXCLUSION_CONFIRMED	CLEAR_LEXICAL_GARBAGE	high		1	"[""R004|results|1839""]"	"[""F014""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07857	сделать изображение четким онлайн	EXCLUDE	EXCLUDE_LEXICAL_GARBAGE	EXCLUDE	EXCLUSION_CONFIRMED	CLEAR_LEXICAL_GARBAGE	high		1	"[""R004|results|1840""]"	"[""F014""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07858	четкие девушки порно	EXCLUDE	EXCLUDE_LEXICAL_GARBAGE	EXCLUDE	EXCLUSION_CONFIRMED	CLEAR_LEXICAL_GARBAGE	high		1	"[""R004|results|1841""]"	"[""F014""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07859	настроение четкое	EXCLUDE	EXCLUDE_LEXICAL_GARBAGE	EXCLUDE	EXCLUSION_CONFIRMED	CLEAR_LEXICAL_GARBAGE	high		1	"[""R004|results|1842""]"	"[""F014""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07860	четки слезы	KEEP	KEEP_PLAUSIBLE_BUSINESS_FIT	KEEP	KEEP_CONFIRMED	FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	high		1	"[""R004|results|1843""]"	"[""F004""]"	"[""plausible in-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07861	четки наркоманки	KEEP	KEEP_PLAUSIBLE_BUSINESS_FIT	KEEP	KEEP_CONFIRMED	FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	high		1	"[""R004|results|1844""]"	"[""F004""]"	"[""plausible in-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07862	четкие обои на телефон	EXCLUDE	EXCLUDE_LEXICAL_GARBAGE	EXCLUDE	EXCLUSION_CONFIRMED	CLEAR_LEXICAL_GARBAGE	high		1	"[""R004|results|1845""]"	"[""F014""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07863	как написать слово четкий	EXCLUDE	EXCLUDE_LEXICAL_GARBAGE	EXCLUDE	EXCLUSION_CONFIRMED	CLEAR_LEXICAL_GARBAGE	high		1	"[""R004|results|1846""]"	"[""F014""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07864	четко и лаконично	EXCLUDE	EXCLUDE_LEXICAL_GARBAGE	EXCLUDE	EXCLUSION_CONFIRMED	CLEAR_LEXICAL_GARBAGE	high		1	"[""R004|results|1847""]"	"[""F014""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07865	потеря четок	KEEP	KEEP_PLAUSIBLE_BUSINESS_FIT	KEEP	KEEP_CONFIRMED	FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	high		1	"[""R004|results|1848""]"	"[""F004""]"	"[""plausible in-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07866	четкое распределение обязанностей	EXCLUDE	EXCLUDE_LEXICAL_GARBAGE	EXCLUDE	EXCLUSION_CONFIRMED	CLEAR_LEXICAL_GARBAGE	high		1	"[""R004|results|1849""]"	"[""F014""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07867	борис акунин нефритовые четки онлайн	KEEP	KEEP_PLAUSIBLE_BUSINESS_FIT	HOLD	SHOULD_BE_HOLD_AMBIGUOUS	GENERIC_MEDIA_ACTION_MAY_BE_INFORMATIONAL_PRODUCT_RESEARCH	medium		1	"[""R004|results|1850""]"	"[""F004""]"	"[""plausible in-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07868	к чему снятся четки	KEEP	KEEP_PLAUSIBLE_BUSINESS_FIT	KEEP	KEEP_CONFIRMED	FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	high		1	"[""R004|results|1851""]"	"[""F004""]"	"[""plausible in-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07869	делать фото четким	EXCLUDE	EXCLUDE_LEXICAL_GARBAGE	EXCLUDE	EXCLUSION_CONFIRMED	CLEAR_LEXICAL_GARBAGE	high		1	"[""R004|results|1852""]"	"[""F014""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07870	подарили четки	KEEP	KEEP_PLAUSIBLE_BUSINESS_FIT	KEEP	KEEP_CONFIRMED	FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	high		1	"[""R004|results|1853""]"	"[""F004""]"	"[""plausible in-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07871	поджелудочная контур неровный четкий	EXCLUDE	EXCLUDE_LEXICAL_GARBAGE	EXCLUDE	EXCLUSION_CONFIRMED	CLEAR_LEXICAL_GARBAGE	high		1	"[""R004|results|1854""]"	"[""F014""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07872	ж четко	EXCLUDE	EXCLUDE_LEXICAL_GARBAGE	EXCLUDE	EXCLUSION_CONFIRMED	CLEAR_LEXICAL_GARBAGE	high		1	"[""R004|results|1855""]"	"[""F014""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07873	четки орех	KEEP	KEEP_PLAUSIBLE_BUSINESS_FIT	KEEP	KEEP_CONFIRMED	FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	high		1	"[""R004|results|1856""]"	"[""F004""]"	"[""plausible in-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07874	где четко написано	EXCLUDE	EXCLUDE_LEXICAL_GARBAGE	EXCLUDE	EXCLUSION_CONFIRMED	CLEAR_LEXICAL_GARBAGE	high		1	"[""R004|results|1857""]"	"[""F014""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07875	четкие лампы	EXCLUDE	EXCLUDE_LEXICAL_GARBAGE	EXCLUDE	EXCLUSION_CONFIRMED	CLEAR_LEXICAL_GARBAGE	high		1	"[""R004|results|1858""]"	"[""F014""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07876	42 четки	KEEP	KEEP_PLAUSIBLE_BUSINESS_FIT	KEEP	KEEP_CONFIRMED	FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	high		1	"[""R004|results|1859""]"	"[""F004""]"	"[""plausible in-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07877	поджелудочная железа контур ровный четкий структура	EXCLUDE	EXCLUDE_LEXICAL_GARBAGE	EXCLUDE	EXCLUSION_CONFIRMED	CLEAR_LEXICAL_GARBAGE	high		1	"[""R004|results|1860""]"	"[""F014""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07878	массаж четкой	EXCLUDE	EXCLUDE_LEXICAL_GARBAGE	EXCLUDE	EXCLUSION_CONFIRMED	CLEAR_LEXICAL_GARBAGE	high		1	"[""R004|results|1861""]"	"[""F014""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07879	изоэхогенное образование с четкими ровными контурами	EXCLUDE	EXCLUDE_LEXICAL_GARBAGE	EXCLUDE	EXCLUSION_CONFIRMED	CLEAR_LEXICAL_GARBAGE	high		1	"[""R004|results|1862""]"	"[""F014""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07880	четки матовые	KEEP	KEEP_PLAUSIBLE_BUSINESS_FIT	KEEP	KEEP_CONFIRMED	FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	high		1	"[""R004|results|1863""]"	"[""F004""]"	"[""plausible in-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07881	порно четко красиво	EXCLUDE	EXCLUDE_LEXICAL_GARBAGE	EXCLUDE	EXCLUSION_CONFIRMED	CLEAR_LEXICAL_GARBAGE	high		1	"[""R004|results|1864""]"	"[""F014""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07882	четкие доказательства	EXCLUDE	EXCLUDE_LEXICAL_GARBAGE	EXCLUDE	EXCLUSION_CONFIRMED	CLEAR_LEXICAL_GARBAGE	high		1	"[""R004|results|1865""]"	"[""F014""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07883	четкая метка	EXCLUDE	EXCLUDE_LEXICAL_GARBAGE	EXCLUDE	EXCLUSION_CONFIRMED	CLEAR_LEXICAL_GARBAGE	high		1	"[""R004|results|1866""]"	"[""F014""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07884	четки мультикам	KEEP	KEEP_PLAUSIBLE_BUSINESS_FIT	KEEP	KEEP_CONFIRMED	FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	high		1	"[""R004|results|1867""]"	"[""F004""]"	"[""plausible in-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07885	черный четкий фон	EXCLUDE	EXCLUDE_LEXICAL_GARBAGE	EXCLUDE	EXCLUSION_CONFIRMED	CLEAR_LEXICAL_GARBAGE	high		1	"[""R004|results|1868""]"	"[""F014""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07886	четкий сад	EXCLUDE	EXCLUDE_LEXICAL_GARBAGE	EXCLUDE	EXCLUSION_CONFIRMED	CLEAR_LEXICAL_GARBAGE	high		1	"[""R004|results|1869""]"	"[""F014""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07887	четкая мать	EXCLUDE	EXCLUDE_LEXICAL_GARBAGE	EXCLUDE	EXCLUSION_CONFIRMED	CLEAR_LEXICAL_GARBAGE	high		1	"[""R004|results|1870""]"	"[""F014""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07888	четкий партнер	EXCLUDE	EXCLUDE_LEXICAL_GARBAGE	EXCLUDE	EXCLUSION_CONFIRMED	CLEAR_LEXICAL_GARBAGE	high		1	"[""R004|results|1871""]"	"[""F014""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP07889	в этом случае четким	EXCLUDE	EXCLUDE_LEXICAL_GARBAGE	EXCLUDE	EXCLUSION_CONFIRMED	CLEAR_LEXICAL_GARBAGE	high		1	"[""R004|results|1872""]"	"[""F014""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
