query_a_id,query_a,query_b_id,query_b,exact_url_overlap_top10,domain_overlap_top10,url_union_top10,domain_union_top10,url_jaccard_top10,domain_jaccard_top10,shared_urls_top10,shared_domains_top10,comparison_scope,decision_scope
S06Q007,лотос,S06Q017,славянский оберег,0,1,20,14,0.0,0.071429,,dzen.ru,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q007,лотос,S06Q018,славянский символ,0,1,20,16,0.0,0.0625,,ru.pinterest.com,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q007,лотос,S06Q019,талисман удачи,0,0,20,13,0.0,0.0,,,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q007,лотос,S06Q020,улитка,0,1,20,14,0.0,0.071429,,ru.wikipedia.org,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q007,лотос,S06Q021,фигурка будды,0,0,20,12,0.0,0.0,,,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q007,лотос,S06Q022,христианский символ,0,1,20,16,0.0,0.0625,,ru.wikipedia.org,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q008,мантра,S06Q009,молот тора,0,1,20,14,0.0,0.071429,,ru.wikipedia.org,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q008,мантра,S06Q010,мусульманский амулет,0,0,20,14,0.0,0.0,,,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q008,мантра,S06Q011,ом,0,1,20,16,0.0,0.0625,,ru.wikipedia.org,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q008,мантра,S06Q012,подкова,0,0,20,14,0.0,0.0,,,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q008,мантра,S06Q013,руна,0,2,20,15,0.0,0.133333,,ru.ruwiki.ru | ru.wikipedia.org,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q008,мантра,S06Q014,руна альгиз,0,1,20,16,0.0,0.0625,,ru.wikipedia.org,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q008,мантра,S06Q015,руна отал,0,1,20,16,0.0,0.0625,,ru.wikipedia.org,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q008,мантра,S06Q016,руна феху,0,2,20,15,0.0,0.133333,,ru.ruwiki.ru | ru.wikipedia.org,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q008,мантра,S06Q017,славянский оберег,0,0,20,14,0.0,0.0,,,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q008,мантра,S06Q018,славянский символ,0,0,20,16,0.0,0.0,,,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q008,мантра,S06Q019,талисман удачи,0,0,20,12,0.0,0.0,,,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q008,мантра,S06Q020,улитка,0,2,20,12,0.0,0.166667,,ru.ruwiki.ru | ru.wikipedia.org,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q008,мантра,S06Q021,фигурка будды,0,0,20,11,0.0,0.0,,,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q008,мантра,S06Q022,христианский символ,0,2,20,14,0.0,0.142857,,ru.ruwiki.ru | ru.wikipedia.org,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q009,молот тора,S06Q010,мусульманский амулет,0,3,20,12,0.0,0.25,,avito.ru | ozon.ru | wildberries.ru,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q009,молот тора,S06Q011,ом,0,1,20,17,0.0,0.058824,,ru.wikipedia.org,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q009,молот тора,S06Q012,подкова,0,3,20,12,0.0,0.25,,avito.ru | livemaster.ru | ozon.ru,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q009,молот тора,S06Q013,руна,0,2,20,16,0.0,0.125,,ozon.ru | ru.wikipedia.org,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q009,молот тора,S06Q014,руна альгиз,0,1,20,17,0.0,0.058824,,ru.wikipedia.org,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q009,молот тора,S06Q015,руна отал,0,1,20,17,0.0,0.058824,,ru.wikipedia.org,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q009,молот тора,S06Q016,руна феху,0,1,20,17,0.0,0.058824,,ru.wikipedia.org,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q009,молот тора,S06Q017,славянский оберег,0,3,20,12,0.0,0.25,,livemaster.ru | ozon.ru | wildberries.ru,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q009,молот тора,S06Q018,славянский символ,0,1,20,16,0.0,0.0625,,wildberries.ru,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q009,молот тора,S06Q019,талисман удачи,0,3,20,10,0.0,0.3,,livemaster.ru | ozon.ru | wildberries.ru,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q009,молот тора,S06Q020,улитка,0,1,20,14,0.0,0.071429,,ru.wikipedia.org,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q009,молот тора,S06Q021,фигурка будды,0,2,20,10,0.0,0.2,,avito.ru | ozon.ru,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q009,молот тора,S06Q022,христианский символ,0,1,20,16,0.0,0.0625,,ru.wikipedia.org,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q010,мусульманский амулет,S06Q011,ом,0,0,20,17,0.0,0.0,,,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q010,мусульманский амулет,S06Q012,подкова,0,2,20,12,0.0,0.166667,,avito.ru | ozon.ru,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q010,мусульманский амулет,S06Q013,руна,0,1,20,16,0.0,0.0625,,ozon.ru,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q010,мусульманский амулет,S06Q014,руна альгиз,0,0,20,17,0.0,0.0,,,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q010,мусульманский амулет,S06Q015,руна отал,0,0,20,17,0.0,0.0,,,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q010,мусульманский амулет,S06Q016,руна феху,0,0,20,17,0.0,0.0,,,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q010,мусульманский амулет,S06Q017,славянский оберег,0,2,20,12,0.0,0.166667,,ozon.ru | wildberries.ru,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q010,мусульманский амулет,S06Q018,славянский символ,0,1,20,15,0.0,0.066667,,wildberries.ru,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q010,мусульманский амулет,S06Q019,талисман удачи,0,2,20,10,0.0,0.2,,ozon.ru | wildberries.ru,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q010,мусульманский амулет,S06Q020,улитка,0,0,20,14,0.0,0.0,,,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q010,мусульманский амулет,S06Q021,фигурка будды,0,2,20,9,0.0,0.222222,,avito.ru | ozon.ru,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q010,мусульманский амулет,S06Q022,христианский символ,0,0,20,16,0.0,0.0,,,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q011,ом,S06Q012,подкова,0,0,20,17,0.0,0.0,,,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q011,ом,S06Q013,руна,0,2,20,18,0.0,0.111111,,kartaslov.ru | ru.wikipedia.org,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q011,ом,S06Q014,руна альгиз,0,1,20,19,0.0,0.052632,,ru.wikipedia.org,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q011,ом,S06Q015,руна отал,0,1,20,19,0.0,0.052632,,ru.wikipedia.org,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q011,ом,S06Q016,руна феху,0,1,20,19,0.0,0.052632,,ru.wikipedia.org,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q011,ом,S06Q017,славянский оберег,0,0,20,17,0.0,0.0,,,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q011,ом,S06Q018,славянский символ,0,0,20,19,0.0,0.0,,,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q011,ом,S06Q019,талисман удачи,0,0,20,15,0.0,0.0,,,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q011,ом,S06Q020,улитка,0,1,20,16,0.0,0.0625,,ru.wikipedia.org,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q011,ом,S06Q021,фигурка будды,0,0,20,14,0.0,0.0,,,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q011,ом,S06Q022,христианский символ,0,1,20,18,0.0,0.055556,,ru.wikipedia.org,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q012,подкова,S06Q013,руна,0,1,20,16,0.0,0.0625,,ozon.ru,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q012,подкова,S06Q014,руна альгиз,0,0,20,17,0.0,0.0,,,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q012,подкова,S06Q015,руна отал,0,0,20,17,0.0,0.0,,,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q012,подкова,S06Q016,руна феху,0,0,20,17,0.0,0.0,,,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q012,подкова,S06Q017,славянский оберег,0,2,20,12,0.0,0.166667,,livemaster.ru | ozon.ru,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q012,подкова,S06Q018,славянский символ,0,0,20,16,0.0,0.0,,,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q012,подкова,S06Q019,талисман удачи,0,2,20,10,0.0,0.2,,livemaster.ru | ozon.ru,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q012,подкова,S06Q020,улитка,0,0,20,14,0.0,0.0,,,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q012,подкова,S06Q021,фигурка будды,0,2,20,9,0.0,0.222222,,avito.ru | ozon.ru,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q012,подкова,S06Q022,христианский символ,0,0,20,16,0.0,0.0,,,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q013,руна,S06Q014,руна альгиз,0,1,20,19,0.0,0.052632,,ru.wikipedia.org,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q013,руна,S06Q015,руна отал,0,1,20,19,0.0,0.052632,,ru.wikipedia.org,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q013,руна,S06Q016,руна феху,0,2,20,18,0.0,0.111111,,ru.ruwiki.ru | ru.wikipedia.org,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q013,руна,S06Q017,славянский оберег,0,1,20,16,0.0,0.0625,,ozon.ru,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q013,руна,S06Q018,славянский символ,0,0,20,19,0.0,0.0,,,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q013,руна,S06Q019,талисман удачи,0,2,20,13,0.0,0.153846,,happywitch.ru | ozon.ru,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q013,руна,S06Q020,улитка,0,2,20,15,0.0,0.133333,,ru.ruwiki.ru | ru.wikipedia.org,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q013,руна,S06Q021,фигурка будды,0,1,20,13,0.0,0.076923,,ozon.ru,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q013,руна,S06Q022,христианский символ,0,2,20,17,0.0,0.117647,,ru.ruwiki.ru | ru.wikipedia.org,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q014,руна альгиз,S06Q015,руна отал,0,6,20,14,0.0,0.428571,,elarus.ru | lunaro.ru | ru.wikipedia.org | runarium.ru | руни.рф | славяне.сайт,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q014,руна альгиз,S06Q016,руна феху,0,5,20,15,0.0,0.333333,,elarus.ru | magia.fandom.com | ru.wikipedia.org | runarium.ru | славяне.сайт,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q014,руна альгиз,S06Q017,славянский оберег,0,0,20,17,0.0,0.0,,,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q014,руна альгиз,S06Q018,славянский символ,0,1,20,18,0.0,0.055556,,славяне.сайт,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q014,руна альгиз,S06Q019,талисман удачи,0,0,20,15,0.0,0.0,,,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q014,руна альгиз,S06Q020,улитка,0,2,20,15,0.0,0.133333,,ru.wikipedia.org | руни.рф,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q014,руна альгиз,S06Q021,фигурка будды,0,0,20,14,0.0,0.0,,,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q014,руна альгиз,S06Q022,христианский символ,0,1,20,18,0.0,0.055556,,ru.wikipedia.org,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q015,руна отал,S06Q016,руна феху,0,5,20,15,0.0,0.333333,,actro.online | elarus.ru | ru.wikipedia.org | runarium.ru | славяне.сайт,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q015,руна отал,S06Q017,славянский оберег,0,0,20,17,0.0,0.0,,,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q015,руна отал,S06Q018,славянский символ,0,1,20,18,0.0,0.055556,,славяне.сайт,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q015,руна отал,S06Q019,талисман удачи,0,0,20,15,0.0,0.0,,,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q015,руна отал,S06Q020,улитка,0,2,20,15,0.0,0.133333,,ru.wikipedia.org | руни.рф,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q015,руна отал,S06Q021,фигурка будды,0,0,20,14,0.0,0.0,,,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q015,руна отал,S06Q022,христианский символ,0,1,20,18,0.0,0.055556,,ru.wikipedia.org,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q016,руна феху,S06Q017,славянский оберег,0,0,20,17,0.0,0.0,,,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q016,руна феху,S06Q018,славянский символ,0,1,20,18,0.0,0.055556,,славяне.сайт,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q016,руна феху,S06Q019,талисман удачи,0,0,20,15,0.0,0.0,,,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q016,руна феху,S06Q020,улитка,0,2,20,15,0.0,0.133333,,ru.ruwiki.ru | ru.wikipedia.org,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q016,руна феху,S06Q021,фигурка будды,0,0,20,14,0.0,0.0,,,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q016,руна феху,S06Q022,христианский символ,0,2,20,17,0.0,0.117647,,ru.ruwiki.ru | ru.wikipedia.org,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q017,славянский оберег,S06Q018,славянский символ,2,3,18,13,0.111111,0.230769,https://simvolroda.ru/simvoly/ | https://slavyanskieoberegi.ru/slavyanskie-oberegi/,simvolroda.ru | slavyanskieoberegi.ru | wildberries.ru,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q017,славянский оберег,S06Q019,талисман удачи,0,3,20,9,0.0,0.333333,,livemaster.ru | ozon.ru | wildberries.ru,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q017,славянский оберег,S06Q020,улитка,0,0,20,14,0.0,0.0,,,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q017,славянский оберег,S06Q021,фигурка будды,0,1,20,10,0.0,0.1,,ozon.ru,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q017,славянский оберег,S06Q022,христианский символ,0,0,20,16,0.0,0.0,,,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q018,славянский символ,S06Q019,талисман удачи,0,2,20,12,0.0,0.166667,,market.yandex.ru | wildberries.ru,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q018,славянский символ,S06Q020,улитка,0,0,20,16,0.0,0.0,,,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q018,славянский символ,S06Q021,фигурка будды,0,0,20,13,0.0,0.0,,,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q018,славянский символ,S06Q022,христианский символ,0,0,20,18,0.0,0.0,,,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q019,талисман удачи,S06Q020,улитка,0,0,20,12,0.0,0.0,,,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q019,талисман удачи,S06Q021,фигурка будды,0,1,20,8,0.0,0.125,,ozon.ru,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q019,талисман удачи,S06Q022,христианский символ,0,0,20,14,0.0,0.0,,,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q020,улитка,S06Q021,фигурка будды,0,0,20,11,0.0,0.0,,,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q020,улитка,S06Q022,христианский символ,0,2,20,14,0.0,0.142857,,ru.ruwiki.ru | ru.wikipedia.org,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
S06Q021,фигурка будды,S06Q022,христианский символ,0,0,20,13,0.0,0.0,,,TOP10_EXACT_URL_AND_DOMAIN,EVIDENCE_ONLY_NOT_FINAL_CLUSTER_OR_PAGE
