normalized_phrase_id	canonical_phrase	sanitation_state	sanitation_reason_code	sanitation_rule	business_fit_state	ambiguity_state	raw_occurrence_count	all_raw_occurrence_ids	evidence_basis	notes
NP01856	чери амулет своими руками	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|1856""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP01859	чери амулет 8	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|1859""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP01860	скайрим амулет некроманта	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_GAME_OR_GAME_ITEM_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_GAME_OR_GAME_ITEM_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|1860""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP01861	счастливый амулет жизнь из коробки глава	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|1861""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP01862	счастливый амулет 50	HOLD_AMBIGUOUS	HOLD_TITLE_LIKE_PRODUCT_WORD_COLLISION	FULL_VOLUME_RULE_ONLY_CORRECTION::TITLE_LIKE_PRODUCT_WORD_COLLISION	UNRESOLVED_WITH_CURRENT_ALLOWED_INPUTS	MATERIAL_PRESERVED_FOR_LATER_EVIDENCE	1	"[""R001|results|1862""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP01863	сталкер тайные тропы 2 где амулеты	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_GAME_OR_GAME_ITEM_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_GAME_OR_GAME_ITEM_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|1863""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP01864	амулет чери сколько масла	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_VEHICLE_BRAND_OR_MODEL_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_VEHICLE_BRAND_OR_MODEL_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|1864""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP01868	термостат амулет а15	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|1868""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP01870	счастливый амулет дзен глава 30	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|1870""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP01875	чери амулет евро 3	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|1875""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP01876	насос гур чери амулет	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|1876""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP01879	чери амулет вид	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|1879""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP01882	фильм амулет отзывы	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|1882""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP01884	радиатор черри амулет	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|1884""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP01888	черри амулет 2006	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|1888""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP01894	скайрим найти части амулета голдура	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_GAME_OR_GAME_ITEM_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_GAME_OR_GAME_ITEM_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|1894""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP01895	амулет смотреть бесплатно в хорошем качестве	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_DIGITAL_MEDIA_CONSUMPTION_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_DIGITAL_MEDIA_CONSUMPTION_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|1895""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP01896	амулет трейлер	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|1896""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP01898	новый двигатель чери амулет	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|1898""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP01901	фишка чери амулет	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|1901""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP01902	счастливый амулет глава 14	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|1902""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP01904	чери амулет 2007 двигатель	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|1904""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP01915	странный амулет скайрим	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_GAME_OR_GAME_ITEM_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_GAME_OR_GAME_ITEM_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|1915""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP01917	чери амулет обд	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|1917""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP01918	смотреть бесплатно астрал амулет зла	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_DIGITAL_MEDIA_TITLE_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_DIGITAL_MEDIA_TITLE_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|1918""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP01920	стойки чери амулет а15	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|1920""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP01924	купить коленвал чери амулет	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|1924""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP01926	чери амулет не включается	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|1926""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP01927	чери амулет крыму	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|1927""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP01929	чери амулет 2007г	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|1929""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP01930	лампочки чери амулет а15	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|1930""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP01931	та что тебя хранит счастливый амулет	HOLD_AMBIGUOUS	HOLD_TITLE_LIKE_PRODUCT_WORD_COLLISION	FULL_VOLUME_RULE_ONLY_CORRECTION::TITLE_LIKE_PRODUCT_WORD_COLLISION	UNRESOLVED_WITH_CURRENT_ALLOWED_INPUTS	MATERIAL_PRESERVED_FOR_LATER_EVIDENCE	1	"[""R001|results|1931""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP01932	компрессор чери амулет	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|1932""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP01933	купить гбц амулет	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|1933""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP01938	помочь духу амулета baldur s	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_GAME_OR_GAME_ITEM_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_GAME_OR_GAME_ITEM_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|1938""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP01940	сальник коленвала чери амулет а15 артикул	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|1940""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP01941	фильтр масляный чери амулет а15	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|1941""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP01947	датчик скорости чери амулет	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|1947""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP01950	чери амулет на газу	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|1950""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP01954	краска амулет зеленая темно	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|1954""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
