normalized_phrase_id	canonical_phrase	exact_normalized_key	raw_phrase_variants	raw_occurrence_count	all_raw_occurrence_ids	run_orders	seed_ids	seed_phrases	provider_request_ids	carrier_locators	channels	observed_count_values	exact_duplicate_count	implicit_duplicate_group_id	implicit_duplicate_state	canonicalization_reason	lineage_state	notes
NP01455	амулет лавы 1.4 сид	амулет лавы 1.4 сид	"[""амулет лавы 1.4 сид""]"	1	"[""R001|results|1455""]"	"[""1""]"	"[""S001""]"	"[""амулет""]"	"[""wordstat-86e7b86f-b118-4a08-b4bf-564b053de070""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt""]"	"[""results""]"	"[""239""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP01456	двигатель чери амулет а 15	двигатель чери амулет а 15	"[""двигатель чери амулет а 15""]"	1	"[""R001|results|1456""]"	"[""1""]"	"[""S001""]"	"[""амулет""]"	"[""wordstat-86e7b86f-b118-4a08-b4bf-564b053de070""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt""]"	"[""results""]"	"[""239""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP01457	билд амулетов	билд амулетов	"[""билд амулетов""]"	1	"[""R001|results|1457""]"	"[""1""]"	"[""S001""]"	"[""амулет""]"	"[""wordstat-86e7b86f-b118-4a08-b4bf-564b053de070""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt""]"	"[""results""]"	"[""238""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP01458	амулет банкетный	амулет банкетный	"[""амулет банкетный""]"	1	"[""R001|results|1458""]"	"[""1""]"	"[""S001""]"	"[""амулет""]"	"[""wordstat-86e7b86f-b118-4a08-b4bf-564b053de070""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt""]"	"[""results""]"	"[""238""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP01459	имя амулет	имя амулет	"[""имя амулет""]"	1	"[""R001|results|1459""]"	"[""1""]"	"[""S001""]"	"[""амулет""]"	"[""wordstat-86e7b86f-b118-4a08-b4bf-564b053de070""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt""]"	"[""results""]"	"[""238""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP01460	счастливый амулет глава 15	счастливый амулет глава 15	"[""счастливый амулет глава 15""]"	1	"[""R001|results|1460""]"	"[""1""]"	"[""S001""]"	"[""амулет""]"	"[""wordstat-86e7b86f-b118-4a08-b4bf-564b053de070""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt""]"	"[""results""]"	"[""238""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP01461	тюнинг чери амулет	тюнинг чери амулет	"[""тюнинг чери амулет""]"	1	"[""R001|results|1461""]"	"[""1""]"	"[""S001""]"	"[""амулет""]"	"[""wordstat-86e7b86f-b118-4a08-b4bf-564b053de070""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt""]"	"[""results""]"	"[""238""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP01462	plague tale resonance амулеты	plague tale resonance амулеты	"[""plague tale resonance амулеты""]"	1	"[""R001|results|1462""]"	"[""1""]"	"[""S001""]"	"[""амулет""]"	"[""wordstat-86e7b86f-b118-4a08-b4bf-564b053de070""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt""]"	"[""results""]"	"[""237""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP01463	амулет натуральный	амулет натуральный	"[""амулет натуральный""]"	1	"[""R001|results|1463""]"	"[""1""]"	"[""S001""]"	"[""амулет""]"	"[""wordstat-86e7b86f-b118-4a08-b4bf-564b053de070""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt""]"	"[""results""]"	"[""237""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP01464	приемная труба чери амулет	приемная труба чери амулет	"[""приемная труба чери амулет""]"	1	"[""R001|results|1464""]"	"[""1""]"	"[""S001""]"	"[""амулет""]"	"[""wordstat-86e7b86f-b118-4a08-b4bf-564b053de070""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt""]"	"[""results""]"	"[""237""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP01465	амулет перуна	амулет перуна	"[""амулет перуна""]"	2	"[""R001|results|1465"",""R060|results|0004""]"	"[""1"",""60""]"	"[""S001"",""Q012""]"	"[""амулет"",""(амулет|оберег|талисман) Перун""]"	"[""wordstat-86e7b86f-b118-4a08-b4bf-564b053de070"",""wordstat-cc0d14a2-c9b8-45d7-9911-e557028540d6""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt"",""STEP_03_WORDSTAT_RAW/MANUAL__060__wordstat-cc0d14a2-c9b8-45d7-9911-e557028540d6.raw.txt""]"	"[""results""]"	"[""237""]"	1		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP01466	готика ремейк кольца и амулеты	готика ремейк кольца и амулеты	"[""готика ремейк кольца и амулеты""]"	1	"[""R001|results|1466""]"	"[""1""]"	"[""S001""]"	"[""амулет""]"	"[""wordstat-86e7b86f-b118-4a08-b4bf-564b053de070""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt""]"	"[""results""]"	"[""237""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP01467	пик амулеты статуя	пик амулеты статуя	"[""пик амулеты статуя""]"	1	"[""R001|results|1467""]"	"[""1""]"	"[""S001""]"	"[""амулет""]"	"[""wordstat-86e7b86f-b118-4a08-b4bf-564b053de070""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt""]"	"[""results""]"	"[""236""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP01468	гофра амулет	гофра амулет	"[""гофра амулет""]"	1	"[""R001|results|1468""]"	"[""1""]"	"[""S001""]"	"[""амулет""]"	"[""wordstat-86e7b86f-b118-4a08-b4bf-564b053de070""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt""]"	"[""results""]"	"[""235""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP01469	god of war амулеты	god of war амулеты	"[""god of war амулеты""]"	1	"[""R001|results|1469""]"	"[""1""]"	"[""S001""]"	"[""амулет""]"	"[""wordstat-86e7b86f-b118-4a08-b4bf-564b053de070""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt""]"	"[""results""]"	"[""235""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP01470	разболтовка чери амулет	разболтовка чери амулет	"[""разболтовка чери амулет""]"	1	"[""R001|results|1470""]"	"[""1""]"	"[""S001""]"	"[""амулет""]"	"[""wordstat-86e7b86f-b118-4a08-b4bf-564b053de070""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt""]"	"[""results""]"	"[""235""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP01471	самые сильные амулеты	самые сильные амулеты	"[""самые сильные амулеты""]"	1	"[""R001|results|1471""]"	"[""1""]"	"[""S001""]"	"[""амулет""]"	"[""wordstat-86e7b86f-b118-4a08-b4bf-564b053de070""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt""]"	"[""results""]"	"[""234""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP01472	навигация по каналу счастливый амулет на дзене	навигация по каналу счастливый амулет на дзене	"[""навигация по каналу счастливый амулет на дзене""]"	1	"[""R001|results|1472""]"	"[""1""]"	"[""S001""]"	"[""амулет""]"	"[""wordstat-86e7b86f-b118-4a08-b4bf-564b053de070""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt""]"	"[""results""]"	"[""234""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP01473	черри амулет 2007 год	черри амулет 2007 год	"[""черри амулет 2007 год""]"	1	"[""R001|results|1473""]"	"[""1""]"	"[""S001""]"	"[""амулет""]"	"[""wordstat-86e7b86f-b118-4a08-b4bf-564b053de070""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt""]"	"[""results""]"	"[""234""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP01474	передняя ступица амулет	передняя ступица амулет	"[""передняя ступица амулет""]"	1	"[""R001|results|1474""]"	"[""1""]"	"[""S001""]"	"[""амулет""]"	"[""wordstat-86e7b86f-b118-4a08-b4bf-564b053de070""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt""]"	"[""results""]"	"[""234""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP01475	фильтр воздушный чери амулет	фильтр воздушный чери амулет	"[""фильтр воздушный чери амулет""]"	1	"[""R001|results|1475""]"	"[""1""]"	"[""S001""]"	"[""амулет""]"	"[""wordstat-86e7b86f-b118-4a08-b4bf-564b053de070""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt""]"	"[""results""]"	"[""234""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP01476	сальник коленвала амулет а15	сальник коленвала амулет а15	"[""сальник коленвала амулет а15""]"	1	"[""R001|results|1476""]"	"[""1""]"	"[""S001""]"	"[""амулет""]"	"[""wordstat-86e7b86f-b118-4a08-b4bf-564b053de070""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt""]"	"[""results""]"	"[""234""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP01477	энергетические амулеты	энергетические амулеты	"[""энергетические амулеты""]"	1	"[""R001|results|1477""]"	"[""1""]"	"[""S001""]"	"[""амулет""]"	"[""wordstat-86e7b86f-b118-4a08-b4bf-564b053de070""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt""]"	"[""results""]"	"[""234""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP01478	смотреть фильм астрал амулет зла	смотреть фильм астрал амулет зла	"[""смотреть фильм астрал амулет зла""]"	1	"[""R001|results|1478""]"	"[""1""]"	"[""S001""]"	"[""амулет""]"	"[""wordstat-86e7b86f-b118-4a08-b4bf-564b053de070""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt""]"	"[""results""]"	"[""234""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP01479	сигнал чери амулет	сигнал чери амулет	"[""сигнал чери амулет""]"	1	"[""R001|results|1479""]"	"[""1""]"	"[""S001""]"	"[""амулет""]"	"[""wordstat-86e7b86f-b118-4a08-b4bf-564b053de070""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt""]"	"[""results""]"	"[""234""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP01480	зеркала чери амулет	зеркала чери амулет	"[""зеркала чери амулет""]"	1	"[""R001|results|1480""]"	"[""1""]"	"[""S001""]"	"[""амулет""]"	"[""wordstat-86e7b86f-b118-4a08-b4bf-564b053de070""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt""]"	"[""results""]"	"[""233""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP01481	шаровая амулет	шаровая амулет	"[""шаровая амулет""]"	1	"[""R001|results|1481""]"	"[""1""]"	"[""S001""]"	"[""амулет""]"	"[""wordstat-86e7b86f-b118-4a08-b4bf-564b053de070""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt""]"	"[""results""]"	"[""233""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP01482	амулеты рдр2	амулеты рдр2	"[""амулеты рдр2""]"	1	"[""R001|results|1482""]"	"[""1""]"	"[""S001""]"	"[""амулет""]"	"[""wordstat-86e7b86f-b118-4a08-b4bf-564b053de070""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt""]"	"[""results""]"	"[""233""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP01483	скачать мод на амулеты	скачать мод на амулеты	"[""скачать мод на амулеты""]"	1	"[""R001|results|1483""]"	"[""1""]"	"[""S001""]"	"[""амулет""]"	"[""wordstat-86e7b86f-b118-4a08-b4bf-564b053de070""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt""]"	"[""results""]"	"[""233""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP01484	банкетный зал амулет	банкетный зал амулет	"[""банкетный зал амулет""]"	1	"[""R001|results|1484""]"	"[""1""]"	"[""S001""]"	"[""амулет""]"	"[""wordstat-86e7b86f-b118-4a08-b4bf-564b053de070""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt""]"	"[""results""]"	"[""233""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP01485	от каких машин подходят на амулет	от каких машин подходят на амулет	"[""от каких машин подходят на амулет""]"	1	"[""R001|results|1485""]"	"[""1""]"	"[""S001""]"	"[""амулет""]"	"[""wordstat-86e7b86f-b118-4a08-b4bf-564b053de070""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt""]"	"[""results""]"	"[""233""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP01486	hollow knight хрупкие амулеты	hollow knight хрупкие амулеты	"[""hollow knight хрупкие амулеты""]"	1	"[""R001|results|1486""]"	"[""1""]"	"[""S001""]"	"[""амулет""]"	"[""wordstat-86e7b86f-b118-4a08-b4bf-564b053de070""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt""]"	"[""results""]"	"[""233""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP01487	рассказы счастливый амулет история	рассказы счастливый амулет история	"[""рассказы счастливый амулет история""]"	1	"[""R001|results|1487""]"	"[""1""]"	"[""S001""]"	"[""амулет""]"	"[""wordstat-86e7b86f-b118-4a08-b4bf-564b053de070""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt""]"	"[""results""]"	"[""233""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP01488	амулет королевы	амулет королевы	"[""амулет королевы""]"	1	"[""R001|results|1488""]"	"[""1""]"	"[""S001""]"	"[""амулет""]"	"[""wordstat-86e7b86f-b118-4a08-b4bf-564b053de070""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt""]"	"[""results""]"	"[""232""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP01489	амулеты королев	амулеты королев	"[""амулеты королев""]"	1	"[""R001|results|1489""]"	"[""1""]"	"[""S001""]"	"[""амулет""]"	"[""wordstat-86e7b86f-b118-4a08-b4bf-564b053de070""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt""]"	"[""results""]"	"[""232""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP01490	чери амулет какой год	чери амулет какой год	"[""чери амулет какой год""]"	1	"[""R001|results|1490""]"	"[""1""]"	"[""S001""]"	"[""амулет""]"	"[""wordstat-86e7b86f-b118-4a08-b4bf-564b053de070""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt""]"	"[""results""]"	"[""232""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP01491	амулет смотреть онлайн бесплатно	амулет смотреть онлайн бесплатно	"[""амулет смотреть онлайн бесплатно""]"	1	"[""R001|results|1491""]"	"[""1""]"	"[""S001""]"	"[""амулет""]"	"[""wordstat-86e7b86f-b118-4a08-b4bf-564b053de070""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt""]"	"[""results""]"	"[""232""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
NP01492	амулет змея	амулет змея	"[""амулет змея""]"	1	"[""R001|results|1492""]"	"[""1""]"	"[""S001""]"	"[""амулет""]"	"[""wordstat-86e7b86f-b118-4a08-b4bf-564b053de070""]"	"[""STEP_03_WORDSTAT_RAW/MANUAL__001_CURRENT_REQUERY__wordstat-86e7b86f-b118-4a08-b4bf-564b053de070.raw.txt""]"	"[""results""]"	"[""232""]"	0		NONE	NFC_OUTER_TRIM_INTERNAL_WHITESPACE_COLLAPSE_CASEFOLD_COMPARISON_FIRST_OBSERVED_VARIANT	COMPLETE_ALL_RAW_OCCURRENCES_RETAINED	Counts are observed values, not summed independent demand; punctuation, digits and hyphens are preserved.
