occurrence_id	run_order	seed_id	seed_phrase	provider_request_id	carrier_locator	channel	position	raw_phrase	raw_count	exact_normalized_key	normalized_phrase_id	implicit_duplicate_group_id	implicit_duplicate_state	collapsed_to_normalized_phrase_id	mapping_reason	notes
R004|results|0120	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	120	четко видно	4834	четко видно	NP06137		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0121	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	121	четкие неровные	4807	четкие неровные	NP06138		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0122	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	122	четкий красивый	4793	четкий красивый	NP06139		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0123	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	123	четки и люди	4769	четки и люди	NP06140		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0124	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	124	показать четки	4755	показать четки	NP06141		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0125	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	125	четкая 7	4687	четкая 7	NP06142		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0126	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	126	четки песни скачать	4686	четки песни скачать	NP06143		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0127	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	127	четки 10	4601	четки 10	NP06144		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0128	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	128	четкий результат	4595	четкий результат	NP06145		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0129	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	129	покажи четкий	4548	покажи четкий	NP06146		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0130	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	130	скачать песню четкая	4543	скачать песню четкая	NP06147		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0131	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	131	четки правила	4531	четки правила	NP06148		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0132	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	132	правила четок	4527	правила четок	NP06149		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0133	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	133	четки черные	4524	четки черные	NP06150		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0134	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	134	четки секс	4514	четки секс	NP06151		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0135	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	135	четки определение	4473	четки определение	NP06152		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0136	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	136	русские четки	4465	русские четки	NP06153		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0137	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	137	определение четок	4464	определение четок	NP06154		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0138	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	138	четка школа	4414	четка школа	NP06155		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0139	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	139	четкий секс	4358	четкий секс	NP06156		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0140	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	140	что значат четки	4341	что значат четки	NP06157		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0141	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	141	что значит четки	4341	что значит четки	NP06158		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0142	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	142	четкие действия	4330	четкие действия	NP06159		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0143	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	143	четкая 10	4296	четкая 10	NP06160		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0144	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	144	про четки	4273	про четки	NP06161		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0145	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	145	четки карта	4212	четки карта	NP06162		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0146	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	146	четкие неровные контуры	4201	четкие неровные контуры	NP06163		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0147	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	147	четкая русская	4165	четкая русская	NP06164		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0148	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	148	четки пацана	4162	четки пацана	NP06165		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0149	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	149	четкая карта	4139	четкая карта	NP06166		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0150	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	150	четкий пацан	4109	четкий пацан	NP06167		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0151	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	151	четкая речь	4073	четкая речь	NP06168		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0152	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	152	без четких контуров	4066	без четких контуров	NP06169		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0153	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	153	четкая камера	4056	четкая камера	NP06170		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0154	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	154	четки в школе	4027	четки в школе	NP06171		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0155	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	155	про четких	4008	про четких	NP06172		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0156	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	156	работаем четко	3993	работаем четко	NP06173		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0157	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	157	части четок	3936	части четок	NP06174		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0158	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	158	сделать четче онлайн	3914	сделать четче онлайн	NP06175		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0159	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	159	четкие мысли	3891	четкие мысли	NP06176		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0160	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	160	новые четки	3878	новые четки	NP06177		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0161	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	161	четки какие выбрать	3877	четки какие выбрать	NP06178		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0162	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	162	правильно и четко	3865	правильно и четко	NP06179		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0163	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	163	кручу четки	3848	кручу четки	NP06180		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0164	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	164	стало четче	3799	стало четче	NP06181		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0165	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	165	короткие четки	3786	короткие четки	NP06182		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0166	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	166	новый четкий	3737	новый четкий	NP06183		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0167	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	167	можно ли четки	3717	можно ли четки	NP06184		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0168	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	168	четки описание	3702	четки описание	NP06185		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0169	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	169	описание четок	3701	описание четок	NP06186		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0170	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	170	четкое место	3698	четкое место	NP06187		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0171	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	171	четки в машину	3680	четки в машину	NP06188		NONE	NP06188	COLLAPSED_EXACT_DUPLICATE_TO_ANALYTICAL_IDENTITY	Raw occurrence remains independently addressable in this ledger.
R006|results|0001	6	S006	чётки в машину	wordstat-98526ed9-70df-4187-ad22-5baed43c2505	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R005	results	1	четки в машину	3680	четки в машину	NP06188		NONE	NP06188	COLLAPSED_EXACT_DUPLICATE_TO_ANALYTICAL_IDENTITY	Raw occurrence remains independently addressable in this ledger.
R004|results|0172	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	172	четко ответить	3679	четко ответить	NP06189		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0173	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	173	четкий тип	3669	четкий тип	NP06190		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0174	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	174	четко что значит	3659	четко что значит	NP06191		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0175	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	175	коротко четко	3656	коротко четко	NP06192		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0176	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	176	первые четки	3639	первые четки	NP06193		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0177	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	177	звук четки	3637	звук четки	NP06194		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0178	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	178	звук четок	3637	звук четок	NP06195		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0179	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	179	четко понимаю	3635	четко понимаю	NP06196		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0180	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	180	четко d	3629	четко d	NP06197		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0181	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	181	четкие номера	3610	четкие номера	NP06198		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0182	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	182	цвет четок	3603	цвет четок	NP06199		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0183	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	183	четкое 4 3	3593	четкое 4 3	NP06200		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0184	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	184	четки признак	3583	четки признак	NP06201		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0185	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	185	четкая организация	3562	четкая организация	NP06202		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0186	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	186	четкий качество	3558	четкий качество	NP06203		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0187	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	187	четкие признаки	3549	четкие признаки	NP06204		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0188	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	188	какой четкий ответ	3546	какой четкий ответ	NP06205		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0189	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	189	четкий первый	3527	четкий первый	NP06206		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0190	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	190	четкие сроки	3517	четкие сроки	NP06207		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0191	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	191	четкий сами	3514	четкий сами	NP06208		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0192	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	192	четки мала	3506	четки мала	NP06209		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0193	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	193	четко сказано	3501	четко сказано	NP06210		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
