raw_occurrence_id	normalized_phrase_id	canonical_phrase	raw_phrase	current_step03b_state	current_step03b_reason	step04_scope_state	post_sanitation_family_id	family_assignment_reason	family_context_supports_business	ambiguity_class	later_evidence_needed	source_seed_run_provenance_locator	historical_step04_family_id	historical_step04_family_label	historical_vs_new_family_relation	raw_observed_count_descriptive_only	frequency_used_for_assignment
R002|results|1649	NP03657	оберег армия	оберег армия	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	ACTIVE_SEMANTIC_SCOPE	PSF001	SUPPORTED_GENERIC_PRODUCT_UNQUALIFIED	YES	GENERIC_PRODUCT_NOUN_NEEDS_REFERENT	STEP10	run=2|seed=S002|request=wordstat-59d28ae6-a727-400c-8cb4-9a9e6ca352a0|carrier=STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R001|channel=results|position=1649	F025	Общее товарное слово в неразрешённом контексте	PRESERVED_OR_REFINED	177	NO
R002|results|1650	NP03658	оберег курск официальный сайт	оберег курск официальный сайт	HOLD	HOLD_PRODUCT_OR_CATALOG_NAME_WITH_PLACE_OR_ORGANIZATION	HOLD_SEMANTIC_SCOPE	PSF021	REASON_BOUND_ENTITY_OR_PLATFORM_COLLISION	MIXED	PRODUCT_NAME_VS_PERSON_PLACE_OR_ORGANIZATION	SERP_REQUIRED	run=2|seed=S002|request=wordstat-59d28ae6-a727-400c-8cb4-9a9e6ca352a0|carrier=STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R001|channel=results|position=1650	F025	Общее товарное слово в неразрешённом контексте	PRESERVED_OR_REFINED	177	NO
R002|results|1651	NP03659	кукла оберег крупеничка	кукла оберег крупеничка	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	ACTIVE_SEMANTIC_SCOPE	PSF001	SUPPORTED_GENERIC_PRODUCT_UNQUALIFIED	YES	GENERIC_PRODUCT_NOUN_NEEDS_REFERENT	STEP10	run=2|seed=S002|request=wordstat-59d28ae6-a727-400c-8cb4-9a9e6ca352a0|carrier=STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R001|channel=results|position=1651	F009	Форма или материал, не указанные в разрешённом каталоге	MOVED_BETWEEN_FAMILY_MEANINGS	177	NO
R002|results|1652	NP03660	оберег куклы крупенички	оберег куклы крупенички	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	ACTIVE_SEMANTIC_SCOPE	PSF001	SUPPORTED_GENERIC_PRODUCT_UNQUALIFIED	YES	GENERIC_PRODUCT_NOUN_NEEDS_REFERENT	STEP10	run=2|seed=S002|request=wordstat-59d28ae6-a727-400c-8cb4-9a9e6ca352a0|carrier=STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R001|channel=results|position=1652	F009	Форма или материал, не указанные в разрешённом каталоге	MOVED_BETWEEN_FAMILY_MEANINGS	177	NO
R002|results|1653	NP03661	коми обереги	коми обереги	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	ACTIVE_SEMANTIC_SCOPE	PSF001	SUPPORTED_GENERIC_PRODUCT_UNQUALIFIED	YES	GENERIC_PRODUCT_NOUN_NEEDS_REFERENT	STEP10	run=2|seed=S002|request=wordstat-59d28ae6-a727-400c-8cb4-9a9e6ca352a0|carrier=STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R001|channel=results|position=1653	F025	Общее товарное слово в неразрешённом контексте	PRESERVED_OR_REFINED	177	NO
R002|results|1654	NP03662	оберег из бумаги	оберег из бумаги	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	ACTIVE_SEMANTIC_SCOPE	PSF001	SUPPORTED_GENERIC_PRODUCT_UNQUALIFIED	YES	GENERIC_PRODUCT_NOUN_NEEDS_REFERENT	STEP10	run=2|seed=S002|request=wordstat-59d28ae6-a727-400c-8cb4-9a9e6ca352a0|carrier=STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R001|channel=results|position=1654	F025	Общее товарное слово в неразрешённом контексте	PRESERVED_OR_REFINED	177	NO
R002|results|1655	NP03663	национальные обереги	национальные обереги	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	ACTIVE_SEMANTIC_SCOPE	PSF001	SUPPORTED_GENERIC_PRODUCT_UNQUALIFIED	YES	GENERIC_PRODUCT_NOUN_NEEDS_REFERENT	STEP10	run=2|seed=S002|request=wordstat-59d28ae6-a727-400c-8cb4-9a9e6ca352a0|carrier=STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R001|channel=results|position=1655	F025	Общее товарное слово в неразрешённом контексте	PRESERVED_OR_REFINED	177	NO
R002|results|1656	NP03664	оберег лапка	оберег лапка	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	ACTIVE_SEMANTIC_SCOPE	PSF001	SUPPORTED_GENERIC_PRODUCT_UNQUALIFIED	YES	GENERIC_PRODUCT_NOUN_NEEDS_REFERENT	STEP10	run=2|seed=S002|request=wordstat-59d28ae6-a727-400c-8cb4-9a9e6ca352a0|carrier=STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R001|channel=results|position=1656	F025	Общее товарное слово в неразрешённом контексте	PRESERVED_OR_REFINED	177	NO
R002|results|1657	NP03665	традиционный оберег	традиционный оберег	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	ACTIVE_SEMANTIC_SCOPE	PSF001	SUPPORTED_GENERIC_PRODUCT_UNQUALIFIED	YES	GENERIC_PRODUCT_NOUN_NEEDS_REFERENT	STEP10	run=2|seed=S002|request=wordstat-59d28ae6-a727-400c-8cb4-9a9e6ca352a0|carrier=STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R001|channel=results|position=1657	F025	Общее товарное слово в неразрешённом контексте	PRESERVED_OR_REFINED	177	NO
R002|results|1658	NP03666	оберег чур значение	оберег чур значение	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	ACTIVE_SEMANTIC_SCOPE	PSF007	SUPPORTED_CATALOG_NAME_MEANING_CONTEXT	YES	PRODUCT_VS_INFORMATION	STEP10	run=2|seed=S002|request=wordstat-59d28ae6-a727-400c-8cb4-9a9e6ca352a0|carrier=STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R001|channel=results|position=1658	F010	Информационная/визуальная зонтичная семья: значения, история, мифология, руны и тату/body-art	PRESERVED_OR_REFINED	177	NO
R065|results|0004	NP03666	оберег чур значение	оберег чур значение	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	ACTIVE_SEMANTIC_SCOPE	PSF007	SUPPORTED_CATALOG_NAME_MEANING_CONTEXT	YES	PRODUCT_VS_INFORMATION	STEP10	run=65|seed=Q017|request=wordstat-e18ad053-f536-4841-a47a-e0ec01db5c96|carrier=STEP_03_WORDSTAT_RAW/MANUAL__065__wordstat-e18ad053-f536-4841-a47a-e0ec01db5c96.raw.txt|channel=results|position=4	F010	Информационная/визуальная зонтичная семья: значения, история, мифология, руны и тату/body-art	PRESERVED_OR_REFINED	175	NO
R002|results|1659	NP03667	ангел оберегает картинка	ангел оберегает картинка	HOLD	HOLD_INSUFFICIENT_CONTEXT_FOR_KEEP_OR_EXCLUDE	HOLD_SEMANTIC_SCOPE	PSF023	RESIDUAL_GENERIC_PRODUCT_REFERENT	MIXED	GENERIC_PRODUCT_NOUN_NEEDS_REFERENT	SERP_REQUIRED	run=2|seed=S002|request=wordstat-59d28ae6-a727-400c-8cb4-9a9e6ca352a0|carrier=STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R001|channel=results|position=1659	F023	Остаточные фразы с недостаточным смысловым контекстом	PRESERVED_OR_REFINED	176	NO
R002|results|1660	NP03668	сильная икона оберег	сильная икона оберег	HOLD	HOLD_PHYSICAL_PRODUCT_VERSUS_RELIGIOUS_PRACTICE	HOLD_SEMANTIC_SCOPE	PSF017	REASON_BOUND_RELIGIOUS_PRODUCT_COLLISION	MIXED	RELIGIOUS_PRODUCT_VS_PRACTICE	OWNER_FACT	run=2|seed=S002|request=wordstat-59d28ae6-a727-400c-8cb4-9a9e6ca352a0|carrier=STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R001|channel=results|position=1660	F009	Форма или материал, не указанные в разрешённом каталоге	MOVED_BETWEEN_FAMILY_MEANINGS	176	NO
R002|results|1661	NP03669	сильная икона оберегающая	сильная икона оберегающая	EXCLUDE	EXCLUDE_EXPLICIT_RELIGIOUS_PRACTICE_WITHOUT_PRODUCT	EXCLUDED_HISTORY	NOT_IN_STEP04_SEMANTIC_SCOPE	CORRECTED_STEP03B_EXCLUDE_PRESERVED_AS_HISTORY	NO	NONE_CURRENT_STEP03B_EXCLUDE	NONE	run=2|seed=S002|request=wordstat-59d28ae6-a727-400c-8cb4-9a9e6ca352a0|carrier=STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R001|channel=results|position=1661	F023	Остаточные фразы с недостаточным смысловым контекстом	EXCLUDED_HISTORY_NOT_RETRIAGED	176	NO
R002|results|1662	NP03670	камень оберег для козерога женщины	камень оберег для козерога женщины	HOLD	HOLD_PRODUCT_VERSUS_ASTROLOGY_INFORMATION	HOLD_SEMANTIC_SCOPE	PSF012	ZODIAC_WITH_PRODUCT_FORM_OR_COMMERCE	MIXED	ZODIAC_PRODUCT_VS_ASTROLOGY_INFORMATION	OWNER_FACT	run=2|seed=S002|request=wordstat-59d28ae6-a727-400c-8cb4-9a9e6ca352a0|carrier=STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R001|channel=results|position=1662	F009	Форма или материал, не указанные в разрешённом каталоге	MOVED_BETWEEN_FAMILY_MEANINGS	176	NO
R002|results|1663	NP03671	оберег макошь значение	оберег макошь значение	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	ACTIVE_SEMANTIC_SCOPE	PSF007	SUPPORTED_CATALOG_NAME_MEANING_CONTEXT	YES	PRODUCT_VS_INFORMATION	STEP10	run=2|seed=S002|request=wordstat-59d28ae6-a727-400c-8cb4-9a9e6ca352a0|carrier=STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R001|channel=results|position=1663	F010	Информационная/визуальная зонтичная семья: значения, история, мифология, руны и тату/body-art	PRESERVED_OR_REFINED	176	NO
R061|results|0002	NP03671	оберег макошь значение	оберег макошь значение	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	ACTIVE_SEMANTIC_SCOPE	PSF007	SUPPORTED_CATALOG_NAME_MEANING_CONTEXT	YES	PRODUCT_VS_INFORMATION	STEP10	run=61|seed=Q013|request=wordstat-e27f5e9b-7567-4ca8-bd8d-a8bc836ba4c7|carrier=STEP_03_WORDSTAT_RAW/MANUAL__061__wordstat-e27f5e9b-7567-4ca8-bd8d-a8bc836ba4c7.raw.txt|channel=results|position=2	F010	Информационная/визуальная зонтичная семья: значения, история, мифология, руны и тату/body-art	PRESERVED_OR_REFINED	172	NO
R002|results|1664	NP03672	как сделать оберег от сглаза	как сделать оберег от сглаза	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	ACTIVE_SEMANTIC_SCOPE	PSF011	PRODUCT_EFFECT_OR_AUDIENCE_CONTEXT	YES	PRODUCT_VS_INFORMATION	STEP10	run=2|seed=S002|request=wordstat-59d28ae6-a727-400c-8cb4-9a9e6ca352a0|carrier=STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R001|channel=results|position=1664	F011	Заявленные эффекты, защита и аудитории	PRESERVED_OR_REFINED	176	NO
R002|results|1665	NP03673	оберег пропитка для дерева	оберег пропитка для дерева	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	ACTIVE_SEMANTIC_SCOPE	PSF010	OBSERVED_FORM_OR_MATERIAL_WITH_PRODUCT	YES	GENERIC_PRODUCT_NOUN_NEEDS_REFERENT	STEP10	run=2|seed=S002|request=wordstat-59d28ae6-a727-400c-8cb4-9a9e6ca352a0|carrier=STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R001|channel=results|position=1665	F009	Форма или материал, не указанные в разрешённом каталоге	PRESERVED_OR_REFINED	175	NO
R002|results|1666	NP03674	заговоры обереги от порчи	заговоры обереги от порчи	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	ACTIVE_SEMANTIC_SCOPE	PSF011	PRODUCT_EFFECT_OR_AUDIENCE_CONTEXT	YES	PRODUCT_VS_INFORMATION	STEP10	run=2|seed=S002|request=wordstat-59d28ae6-a727-400c-8cb4-9a9e6ca352a0|carrier=STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R001|channel=results|position=1666	F011	Заявленные эффекты, защита и аудитории	PRESERVED_OR_REFINED	175	NO
R002|results|1667	NP03675	ангелы архангелы молитва оберег	ангелы архангелы молитва оберег	HOLD	HOLD_PHYSICAL_PRODUCT_VERSUS_RELIGIOUS_PRACTICE	HOLD_SEMANTIC_SCOPE	PSF017	REASON_BOUND_RELIGIOUS_PRODUCT_COLLISION	MIXED	RELIGIOUS_PRODUCT_VS_PRACTICE	OWNER_FACT	run=2|seed=S002|request=wordstat-59d28ae6-a727-400c-8cb4-9a9e6ca352a0|carrier=STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R001|channel=results|position=1667	F024	Молитвенная формулировка вместе с товарным словом	PRESERVED_OR_REFINED	175	NO
R002|results|1668	NP03676	оберег из глины	оберег из глины	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	ACTIVE_SEMANTIC_SCOPE	PSF001	SUPPORTED_GENERIC_PRODUCT_UNQUALIFIED	YES	GENERIC_PRODUCT_NOUN_NEEDS_REFERENT	STEP10	run=2|seed=S002|request=wordstat-59d28ae6-a727-400c-8cb4-9a9e6ca352a0|carrier=STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R001|channel=results|position=1668	F025	Общее товарное слово в неразрешённом контексте	PRESERVED_OR_REFINED	175	NO
R002|results|1669	NP03677	жизненный оберег	жизненный оберег	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	ACTIVE_SEMANTIC_SCOPE	PSF001	SUPPORTED_GENERIC_PRODUCT_UNQUALIFIED	YES	GENERIC_PRODUCT_NOUN_NEEDS_REFERENT	STEP10	run=2|seed=S002|request=wordstat-59d28ae6-a727-400c-8cb4-9a9e6ca352a0|carrier=STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R001|channel=results|position=1669	F025	Общее товарное слово в неразрешённом контексте	PRESERVED_OR_REFINED	174	NO
R002|results|1670	NP03678	наталья степанова неперебиваемый оберег	наталья степанова неперебиваемый оберег	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	ACTIVE_SEMANTIC_SCOPE	PSF001	SUPPORTED_GENERIC_PRODUCT_UNQUALIFIED	YES	GENERIC_PRODUCT_NOUN_NEEDS_REFERENT	STEP10	run=2|seed=S002|request=wordstat-59d28ae6-a727-400c-8cb4-9a9e6ca352a0|carrier=STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R001|channel=results|position=1670	F025	Общее товарное слово в неразрешённом контексте	PRESERVED_OR_REFINED	174	NO
R002|results|1671	NP03679	неперебиваемый оберег натальи	неперебиваемый оберег натальи	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	ACTIVE_SEMANTIC_SCOPE	PSF001	SUPPORTED_GENERIC_PRODUCT_UNQUALIFIED	YES	GENERIC_PRODUCT_NOUN_NEEDS_REFERENT	STEP10	run=2|seed=S002|request=wordstat-59d28ae6-a727-400c-8cb4-9a9e6ca352a0|carrier=STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R001|channel=results|position=1671	F025	Общее товарное слово в неразрешённом контексте	PRESERVED_OR_REFINED	174	NO
R002|results|1672	NP03680	неперебиваемый оберег натальи степановой	неперебиваемый оберег натальи степановой	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	ACTIVE_SEMANTIC_SCOPE	PSF001	SUPPORTED_GENERIC_PRODUCT_UNQUALIFIED	YES	GENERIC_PRODUCT_NOUN_NEEDS_REFERENT	STEP10	run=2|seed=S002|request=wordstat-59d28ae6-a727-400c-8cb4-9a9e6ca352a0|carrier=STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R001|channel=results|position=1672	F025	Общее товарное слово в неразрешённом контексте	PRESERVED_OR_REFINED	174	NO
R002|results|1673	NP03681	обереги для женщин и их значение	обереги для женщин и их значение	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	ACTIVE_SEMANTIC_SCOPE	PSF007	PRODUCT_MEANING_CONTEXT	YES	PRODUCT_VS_INFORMATION	STEP10	run=2|seed=S002|request=wordstat-59d28ae6-a727-400c-8cb4-9a9e6ca352a0|carrier=STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R001|channel=results|position=1673	F010	Информационная/визуальная зонтичная семья: значения, история, мифология, руны и тату/body-art	PRESERVED_OR_REFINED	174	NO
R002|results|1674	NP03682	ночью оберегать сон песня	ночью оберегать сон песня	EXCLUDE	EXCLUDE_EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	EXCLUDED_HISTORY	NOT_IN_STEP04_SEMANTIC_SCOPE	CORRECTED_STEP03B_EXCLUDE_PRESERVED_AS_HISTORY	NO	NONE_CURRENT_STEP03B_EXCLUDE	NONE	run=2|seed=S002|request=wordstat-59d28ae6-a727-400c-8cb4-9a9e6ca352a0|carrier=STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R001|channel=results|position=1674	F014	Морфологический и лексический шум	EXCLUDED_HISTORY_NOT_RETRIAGED	174	NO
R002|results|1675	NP03683	оберег от врагов и завистников	оберег от врагов и завистников	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	ACTIVE_SEMANTIC_SCOPE	PSF001	SUPPORTED_GENERIC_PRODUCT_UNQUALIFIED	YES	GENERIC_PRODUCT_NOUN_NEEDS_REFERENT	STEP10	run=2|seed=S002|request=wordstat-59d28ae6-a727-400c-8cb4-9a9e6ca352a0|carrier=STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R001|channel=results|position=1675	F025	Общее товарное слово в неразрешённом контексте	PRESERVED_OR_REFINED	174	NO
R002|results|1676	NP03684	оберегая обитель	оберегая обитель	HOLD	HOLD_INSUFFICIENT_CONTEXT_FOR_KEEP_OR_EXCLUDE	HOLD_SEMANTIC_SCOPE	PSF023	RESIDUAL_GENERIC_PRODUCT_REFERENT	MIXED	GENERIC_PRODUCT_NOUN_NEEDS_REFERENT	SERP_REQUIRED	run=2|seed=S002|request=wordstat-59d28ae6-a727-400c-8cb4-9a9e6ca352a0|carrier=STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R001|channel=results|position=1676	F014	Морфологический и лексический шум	MOVED_BETWEEN_FAMILY_MEANINGS	174	NO
R002|results|1677	NP03685	свойство оберега	свойство оберега	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	ACTIVE_SEMANTIC_SCOPE	PSF001	SUPPORTED_GENERIC_PRODUCT_UNQUALIFIED	YES	GENERIC_PRODUCT_NOUN_NEEDS_REFERENT	STEP10	run=2|seed=S002|request=wordstat-59d28ae6-a727-400c-8cb4-9a9e6ca352a0|carrier=STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R001|channel=results|position=1677	F011	Заявленные эффекты, защита и аудитории	MOVED_BETWEEN_FAMILY_MEANINGS	174	NO
R002|results|1678	NP03686	оберег от злой матери	оберег от злой матери	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	ACTIVE_SEMANTIC_SCOPE	PSF001	SUPPORTED_GENERIC_PRODUCT_UNQUALIFIED	YES	GENERIC_PRODUCT_NOUN_NEEDS_REFERENT	STEP10	run=2|seed=S002|request=wordstat-59d28ae6-a727-400c-8cb4-9a9e6ca352a0|carrier=STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R001|channel=results|position=1678	F025	Общее товарное слово в неразрешённом контексте	PRESERVED_OR_REFINED	174	NO
R002|results|1679	NP03687	какая икона оберегает от злых людей	какая икона оберегает от злых людей	EXCLUDE	EXCLUDE_EXPLICIT_RELIGIOUS_PRACTICE_WITHOUT_PRODUCT	EXCLUDED_HISTORY	NOT_IN_STEP04_SEMANTIC_SCOPE	CORRECTED_STEP03B_EXCLUDE_PRESERVED_AS_HISTORY	NO	NONE_CURRENT_STEP03B_EXCLUDE	NONE	run=2|seed=S002|request=wordstat-59d28ae6-a727-400c-8cb4-9a9e6ca352a0|carrier=STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R001|channel=results|position=1679	F023	Остаточные фразы с недостаточным смысловым контекстом	EXCLUDED_HISTORY_NOT_RETRIAGED	174	NO
R002|results|1680	NP03688	оберег звезда лады для женщины	оберег звезда лады для женщины	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	ACTIVE_SEMANTIC_SCOPE	PSF005	SUPPORTED_CATALOG_NAME_PRODUCT_CONTEXT	YES	PRODUCT_NAME_NEEDS_REFERENT_CONFIRMATION	STEP10	run=2|seed=S002|request=wordstat-59d28ae6-a727-400c-8cb4-9a9e6ca352a0|carrier=STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R001|channel=results|position=1680	F011	Заявленные эффекты, защита и аудитории	MOVED_BETWEEN_FAMILY_MEANINGS	174	NO
R027|results|0026	NP03688	оберег звезда лады для женщины	оберег звезда лады для женщины	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	ACTIVE_SEMANTIC_SCOPE	PSF005	SUPPORTED_CATALOG_NAME_PRODUCT_CONTEXT	YES	PRODUCT_NAME_NEEDS_REFERENT_CONFIRMATION	STEP10	run=27|seed=S042|request=wordstat-b4da4974-0d97-46d1-98a9-be191091eaff|carrier=STEP_03_WORDSTAT_RAW/MANUAL__027__zvezda_lady__wordstat-b4da4974-0d97-46d1-98a9-be191091eaff.txt|channel=results|position=26	F011	Заявленные эффекты, защита и аудитории	MOVED_BETWEEN_FAMILY_MEANINGS	175	NO
R002|results|1681	NP03689	славянские обереги и их значение с фото	славянские обереги и их значение с фото	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	ACTIVE_SEMANTIC_SCOPE	PSF008	PRODUCT_VISUAL_CONTEXT	YES	PRODUCT_VS_INFORMATION	STEP10	run=2|seed=S002|request=wordstat-59d28ae6-a727-400c-8cb4-9a9e6ca352a0|carrier=STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R001|channel=results|position=1681	F010	Информационная/визуальная зонтичная семья: значения, история, мифология, руны и тату/body-art	PRESERVED_OR_REFINED	173	NO
R002|results|1682	NP03690	как пишется оберег	как пишется оберег	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	ACTIVE_SEMANTIC_SCOPE	PSF001	SUPPORTED_GENERIC_PRODUCT_UNQUALIFIED	YES	GENERIC_PRODUCT_NOUN_NEEDS_REFERENT	STEP10	run=2|seed=S002|request=wordstat-59d28ae6-a727-400c-8cb4-9a9e6ca352a0|carrier=STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R001|channel=results|position=1682	F025	Общее товарное слово в неразрешённом контексте	PRESERVED_OR_REFINED	173	NO
R002|results|1683	NP03691	оберегаем будущее	оберегаем будущее	HOLD	HOLD_INSUFFICIENT_CONTEXT_FOR_KEEP_OR_EXCLUDE	HOLD_SEMANTIC_SCOPE	PSF023	RESIDUAL_GENERIC_PRODUCT_REFERENT	MIXED	GENERIC_PRODUCT_NOUN_NEEDS_REFERENT	SERP_REQUIRED	run=2|seed=S002|request=wordstat-59d28ae6-a727-400c-8cb4-9a9e6ca352a0|carrier=STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R001|channel=results|position=1683	F023	Остаточные фразы с недостаточным смысловым контекстом	PRESERVED_OR_REFINED	173	NO
R002|results|1684	NP03692	оберег от нечистой силы	оберег от нечистой силы	KEEP	KEEP_FROZEN_CLIENT_PRODUCT_CLASS_WITHOUT_FOREIGN_CONTEXT	ACTIVE_SEMANTIC_SCOPE	PSF001	SUPPORTED_GENERIC_PRODUCT_UNQUALIFIED	YES	GENERIC_PRODUCT_NOUN_NEEDS_REFERENT	STEP10	run=2|seed=S002|request=wordstat-59d28ae6-a727-400c-8cb4-9a9e6ca352a0|carrier=STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R001|channel=results|position=1684	F025	Общее товарное слово в неразрешённом контексте	PRESERVED_OR_REFINED	173	NO
